id,formattedAddress,addressLine1,addressLine2,city,state,zipCode,county,latitude,longitude,propertyType,yearBuilt,bedrooms,bathrooms,squareFootage,lotSize,assessorID,legalDescription,subdivision,zoning,features,taxAssessments,propertyTaxes,owner,ownerOccupied,hoa
"4166-Fallwood-Cir,-Orlando,-FL-32812","4166 Fallwood Cir, Orlando, FL 32812",4166 Fallwood Cir,,Orlando,FL,32812,Orange,28.4863,-81.331742,Single Family,1974.0,3.0,2.0,2082.0,12826.0,17-23-30-4393-02-040,LAKE CONWAY WOODS 2ND REPLAT 5/16 LOT 4 BLK B,LAKE CONWAY WOODS 2ND REP,R-1A,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'pool': True, 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2019': {'year': 2019, 'value': 180296}, '2020': {'year': 2020, 'value': 184443}, '2022': {'year': 2022, 'value': 192636}, '2023': {'year': 2023, 'value': 198415}}","{'2019': {'year': 2019, 'total': 2624}, '2020': {'year': 2020, 'total': 2666}, '2022': {'year': 2022, 'total': 2744}, '2023': {'year': 2023, 'total': 2886}}","{'names': ['Lawrence D Brown'], 'mailingAddress': {'id': '4166-Fallwood-Cir,-Orlando,-FL-32812', 'formattedAddress': '4166 Fallwood Cir, Orlando, FL 32812', 'addressLine1': '4166 Fallwood Cir', 'addressLine2': None, 'city': 'Orlando', 'state': 'FL', 'zipCode': '32812'}}",True,
"4416-Meadowood-St,-Orlando,-FL-32812","4416 Meadowood St, Orlando, FL 32812",4416 Meadowood St,,Orlando,FL,32812,Orange,28.485827,-81.333777,Single Family,1973.0,3.0,2.0,1747.0,11477.0,17-23-30-4391-40-250,LAKE CONWAY WOODS 4/41 LOT 25 BLK D,LAKE CONWAY WOODS,R-1A,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'pool': True, 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2019': {'year': 2019, 'value': 216491}, '2020': {'year': 2020, 'value': 221470}, '2022': {'year': 2022, 'value': 231308}, '2023': {'year': 2023, 'value': 238247}}","{'2019': {'year': 2019, 'total': 3226}, '2020': {'year': 2020, 'total': 3272}, '2022': {'year': 2022, 'total': 3360}, '2023': {'year': 2023, 'total': 3525}}","{'names': ['DUVAL DAVID ANDRE EST', 'DUVAL ROBERTA LYNN EST; NICOLE AMBER DUVAL'], 'type': 'Organization', 'mailingAddress': {'id': '4416-Meadowood-St,-Orlando,-FL-32812', 'formattedAddress': '4416 Meadowood St, Orlando, FL 32812', 'addressLine1': '4416 Meadowood St', 'addressLine2': None, 'city': 'Orlando', 'state': 'FL', 'zipCode': '32812'}}",True,
"4916-Darden-Ave,-Belle-Isle,-FL-32812","4916 Darden Ave, Belle Isle, FL 32812",4916 Darden Ave,,Belle Isle,FL,32812,Orange,28.482992,-81.333614,Single Family,1968.0,3.0,2.0,2036.0,11252.0,17-23-30-4385-03-300,LAKE CONWAY ESTATES SECTION SIX Z/17 LOT 330,LAKE CONWAY ESTS SEC 6,R-1-AA,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'pool': True, 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2019': {'year': 2019, 'value': 166894}, '2022': {'year': 2022, 'value': 358062, 'land': 120000, 'improvements': 238062}, '2023': {'year': 2023, 'value': 368804}}","{'2019': {'year': 2019, 'total': 2076}, '2022': {'year': 2022, 'total': 5508}, '2023': {'year': 2023, 'total': 5743}}","{'names': ['Jeffrey Nicol Covington', 'Christine Covington'], 'type': 'Individual', 'mailingAddress': {'id': '4916-Darden-Ave,-Belle-Isle,-FL-32812', 'formattedAddress': '4916 Darden Ave, Belle Isle, FL 32812', 'addressLine1': '4916 Darden Ave', 'addressLine2': None, 'city': 'Belle Isle', 'state': 'FL', 'zipCode': '32812'}}",True,
"4434-Carolwood-St,-Orlando,-FL-32812","4434 Carolwood St, Orlando, FL 32812",4434 Carolwood St,,Orlando,FL,32812,Orange,28.485065,-81.334755,Single Family,1975.0,4.0,2.0,2146.0,11475.0,17-23-30-4391-50-220,LAKE CONWAY WOODS 4/41 LOT 22 BLK E,LAKE CONWAY WOODS,R-1A,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2019': {'year': 2019, 'value': 265337, 'land': 85000, 'improvements': 180337}, '2022': {'year': 2022, 'value': 283497}, '2023': {'year': 2023, 'value': 292002}}","{'2019': {'year': 2019, 'total': 4037}, '2022': {'year': 2022, 'total': 4192}, '2023': {'year': 2023, 'total': 4387}}","{'names': ['Mark A Behrens', 'HILLARY H BEHRENS'], 'mailingAddress': {'id': '4434-Carolwood-St,-Orlando,-FL-32812', 'formattedAddress': '4434 Carolwood St, Orlando, FL 32812', 'addressLine1': '4434 Carolwood St', 'addressLine2': None, 'city': 'Orlando', 'state': 'FL', 'zipCode': '32812'}}",True,
"4054-Summerwood-Ave,-Orlando,-FL-32812","4054 Summerwood Ave, Orlando, FL 32812",4054 Summerwood Ave,,Orlando,FL,32812,Orange,28.48434,-81.33515,Single Family,1977.0,4.0,2.0,2605.0,11900.0,17-23-30-4391-20-750,LAKE CONWAY WOODS 4/41 LOT 75 BLK B,LAKE CONWAY WOODS,R-1AA,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2019': {'year': 2019, 'value': 186614}, '2022': {'year': 2022, 'value': 199386}, '2023': {'year': 2023, 'value': 205368}}","{'2019': {'year': 2019, 'total': 2729}, '2022': {'year': 2022, 'total': 2852}, '2023': {'year': 2023, 'total': 2998}}","{'names': ['ODONNELL LIVING TRUST'], 'type': 'Organization', 'mailingAddress': {'id': '4054-Summerwood-Ave,-Orlando,-FL-32812', 'formattedAddress': '4054 Summerwood Ave, Orlando, FL 32812', 'addressLine1': '4054 Summerwood Ave', 'addressLine2': None, 'city': 'Orlando', 'state': 'FL', 'zipCode': '32812'}}",True,
"4063-Summerwood-Ave,-Orlando,-FL-32812","4063 Summerwood Ave, Orlando, FL 32812",4063 Summerwood Ave,,Orlando,FL,32812,Orange,28.484825,-81.334755,Single Family,1974.0,4.0,2.0,2575.0,13369.0,17-23-30-4391-50-230,LAKE CONWAY WOODS 4/41 LOT 23 BLK E,LAKE CONWAY WOODS,R-1A,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'pool': True, 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2019': {'year': 2019, 'value': 286475}, '2022': {'year': 2022, 'value': 306082}, '2023': {'year': 2023, 'value': 315264}}","{'2019': {'year': 2019, 'total': 4389}, '2022': {'year': 2022, 'total': 4551}, '2023': {'year': 2023, 'total': 4760}}","{'names': ['STACI A BRYANT'], 'mailingAddress': {'id': '4063-Summerwood-Ave,-Orlando,-FL-32812', 'formattedAddress': '4063 Summerwood Ave, Orlando, FL 32812', 'addressLine1': '4063 Summerwood Ave', 'addressLine2': None, 'city': 'Orlando', 'state': 'FL', 'zipCode': '32812'}}",True,
"3721-Saint-Moritz-St,-Belle-Isle,-FL-32812","3721 Saint Moritz St, Belle Isle, FL 32812",3721 Saint Moritz St,,Belle Isle,FL,32812,Orange,28.48397,-81.33431,Single Family,1967.0,4.0,2.0,2215.0,13366.0,17-23-30-4385-03-380,LAKE CONWAY ESTATES SECTION SIX Z/17 LOT 338 & W 10 FT OF LOT 339,LAKE CONWAY ESTS SEC 6,R-1-AA,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2019': {'year': 2019, 'value': 169945}, '2022': {'year': 2022, 'value': 181577}, '2023': {'year': 2023, 'value': 187024}}","{'2019': {'year': 2019, 'total': 2569}, '2022': {'year': 2022, 'total': 2716}, '2023': {'year': 2023, 'total': 2846}}","{'names': ['John Clayton Burrill'], 'type': 'Individual', 'mailingAddress': {'id': '3721-Saint-Moritz-St,-Belle-Isle,-FL-32812', 'formattedAddress': '3721 Saint Moritz St, Belle Isle, FL 32812', 'addressLine1': '3721 Saint Moritz St', 'addressLine2': None, 'city': 'Belle Isle', 'state': 'FL', 'zipCode': '32812'}}",True,
"5001-Pelleport-Ave,-Belle-Isle,-FL-32812","5001 Pelleport Ave, Belle Isle, FL 32812",5001 Pelleport Ave,,Belle Isle,FL,32812,Orange,28.482758,-81.333975,Single Family,1964.0,4.0,3.0,2480.0,13436.0,17-23-30-4385-03-120,LAKE CONWAY ESTATES SECTION SIX Z/17 LOT 312,LAKE CONWAY ESTS SEC 6,R-1-AA,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'pool': True, 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2019': {'year': 2019, 'value': 174108}, '2022': {'year': 2022, 'value': 186024}, '2023': {'year': 2023, 'value': 191605}}","{'2019': {'year': 2019, 'total': 2198}, '2022': {'year': 2022, 'total': 2346}, '2023': {'year': 2023, 'total': 2480}}","{'names': ['ABEL MARION L EST MARION L ABEL TR'], 'type': 'Organization', 'mailingAddress': {'id': '5001-Pelleport-Ave,-Belle-Isle,-FL-32812', 'formattedAddress': '5001 Pelleport Ave, Belle Isle, FL 32812', 'addressLine1': '5001 Pelleport Ave', 'addressLine2': None, 'city': 'Belle Isle', 'state': 'FL', 'zipCode': '32812'}}",True,
"4830-Conway-Rd,-Orlando,-FL-32812","4830 Conway Rd, Orlando, FL 32812",4830 Conway Rd,,Orlando,FL,32812,Orange,28.483412,-81.331882,,,,,,,,,,,,,,,,
"4402-Carolwood-St,-Orlando,-FL-32812","4402 Carolwood St, Orlando, FL 32812",4402 Carolwood St,,Orlando,FL,32812,Orange,28.486468,-81.334783,Single Family,1973.0,4.0,2.0,2032.0,12304.0,17-23-30-4391-50-160,LAKE CONWAY WOODS 4/41 LOT 16 BLK E SEE 3277/2616,LAKE CONWAY WOODS,R-1A,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'pool': True, 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2019': {'year': 2019, 'value': 179068}, '2022': {'year': 2022, 'value': 191325}, '2023': {'year': 2023, 'value': 197065}}","{'2019': {'year': 2019, 'total': 2604}, '2022': {'year': 2022, 'total': 2724}, '2023': {'year': 2023, 'total': 2865}}","{'names': ['Michael V Haddad', 'Margaret T Haddad'], 'type': 'Individual', 'mailingAddress': {'id': '4402-Carolwood-St,-Orlando,-FL-32812', 'formattedAddress': '4402 Carolwood St, Orlando, FL 32812', 'addressLine1': '4402 Carolwood St', 'addressLine2': None, 'city': 'Orlando', 'state': 'FL', 'zipCode': '32812'}}",True,
"4460-Tidewater-Dr,-Orlando,-FL-32812","4460 Tidewater Dr, Orlando, FL 32812",4460 Tidewater Dr,,Orlando,FL,32812,Orange,28.485025,-81.336193,Single Family,1976.0,4.0,3.0,3709.0,26855.0,17-23-30-4391-20-870,LAKE CONWAY WOODS 4/41 LOT 87 & BEG NWLY MOST COR OF LOT 85 RUN S 72 DEG W 10 FT S 32 DEG E 119.21 FT N 27 DEG W 117.08 FT TO,LAKE CONWAY WOODS,R-1AA,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Wood', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'pool': True, 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2019': {'year': 2019, 'value': 454275}, '2022': {'year': 2022, 'value': 485366}, '2023': {'year': 2023, 'value': 499927}}","{'2019': {'year': 2019, 'total': 7177}, '2022': {'year': 2022, 'total': 7407}, '2023': {'year': 2023, 'total': 7720}}","{'names': ['CLAYMAN ALLAN S FAMILY TRUST CLAYMA'], 'type': 'Organization', 'mailingAddress': {'id': '4460-Tidewater-Dr,-Orlando,-FL-32812', 'formattedAddress': '4460 Tidewater Dr, Orlando, FL 32812', 'addressLine1': '4460 Tidewater Dr', 'addressLine2': None, 'city': 'Orlando', 'state': 'FL', 'zipCode': '32812'}}",True,
"4923-Pelleport-Ave,-Belle-Isle,-FL-32812","4923 Pelleport Ave, Belle Isle, FL 32812",4923 Pelleport Ave,,Belle Isle,FL,32812,Orange,28.483067,-81.334062,Single Family,1966.0,4.0,2.0,2571.0,22471.0,17-23-30-4385-03-110,LAKE CONWAY ESTATES SECTION SIX Z/17 LOT 311,LAKE CONWAY ESTS SEC 6,R-1-AA,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2019': {'year': 2019, 'value': 213421}, '2022': {'year': 2022, 'value': 228029}, '2023': {'year': 2023, 'value': 234870}}","{'2019': {'year': 2019, 'total': 3307}, '2022': {'year': 2022, 'total': 3472}, '2023': {'year': 2023, 'total': 3630}}","{'names': ['William H Jones', 'Nancy P Jones'], 'type': 'Individual', 'mailingAddress': {'id': '4923-Pelleport-Ave,-Belle-Isle,-FL-32812', 'formattedAddress': '4923 Pelleport Ave, Belle Isle, FL 32812', 'addressLine1': '4923 Pelleport Ave', 'addressLine2': None, 'city': 'Belle Isle', 'state': 'FL', 'zipCode': '32812'}}",True,
"2019-Dixie-Belle-Dr,-Apt-I,-Orlando,-FL-32812","2019 Dixie Belle Dr, Apt I, Orlando, FL 32812",2019 Dixie Belle Dr,Apt I,Orlando,FL,32812,Orange,28.519798,-81.314481,Condo,,3.0,2.0,1192.0,,,,,,,,,,,
"2041-Dixie-Belle-Dr,-Apt-H,-Orlando,-FL-32812","2041 Dixie Belle Dr, Apt H, Orlando, FL 32812",2041 Dixie Belle Dr,Apt H,Orlando,FL,32812,Orange,28.51794,-81.313257,Condo,1994.0,2.0,2.0,993.0,,,,,,,,,,,
"2653-Donaldson-Dr,-Orlando,-FL-32812","2653 Donaldson Dr, Orlando, FL 32812",2653 Donaldson Dr,,Orlando,FL,32812,Orange,28.514796,-81.338089,Single Family,1986.0,4.0,2.0,1931.0,5000.0,05-23-30-9080-00-490,WEDGEWOOD GROVES UNIT 1 16/144 LOT 49,WEDGEWOOD GROVES UT 1,R-1,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2019': {'year': 2019, 'value': 141564}, '2020': {'year': 2020, 'value': 144820}, '2021': {'year': 2021, 'value': 146847}, '2023': {'year': 2023, 'value': 155790}}","{'2019': {'year': 2019, 'total': 1994}, '2020': {'year': 2020, 'total': 2015}, '2021': {'year': 2021, 'total': 2037}, '2023': {'year': 2023, 'total': 2075}}","{'names': ['MCGOWAN FAMILY TRUST'], 'mailingAddress': {'id': '2653-Donaldson-Dr,-Orlando,-FL-32812', 'formattedAddress': '2653 Donaldson Dr, Orlando, FL 32812', 'addressLine1': '2653 Donaldson Dr', 'addressLine2': None, 'city': 'Orlando', 'state': 'FL', 'zipCode': '32812'}}",True,
"3721-Edland-Dr,-Orlando,-FL-32812","3721 Edland Dr, Orlando, FL 32812",3721 Edland Dr,,Orlando,FL,32812,Orange,28.52163,-81.33698,Single Family,1959.0,3.0,2.0,1368.0,8696.0,05-23-30-0031-01-100,AGNES HEIGHTS FIRST ADDITION X/59 LOT 10 BLK A,AGNES HGTS 1ST ADD,R-1,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'floorCount': 1, 'garage': True, 'garageSpaces': 1, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2020': {'year': 2020, 'value': 208126, 'land': 75000, 'improvements': 133126}, '2021': {'year': 2021, 'value': 220861, 'land': 90000, 'improvements': 130861}, '2022': {'year': 2022, 'value': 273550, 'land': 110000, 'improvements': 163550}, '2023': {'year': 2023, 'value': 302417, 'land': 110000, 'improvements': 192417}, '2024': {'year': 2024, 'value': 315798, 'land': 110000, 'improvements': 205798}}","{'2020': {'year': 2020, 'total': 3350}, '2021': {'year': 2021, 'total': 3582}, '2022': {'year': 2022, 'total': 4051}, '2023': {'year': 2023, 'total': 4453}, '2024': {'year': 2024, 'total': 4947}}","{'names': ['LYNCH LIVING TRUST'], 'type': 'Organization', 'mailingAddress': {'id': '900-Marabon-Ave,-Orlando,-FL-32806', 'formattedAddress': '900 Marabon Ave, Orlando, FL 32806', 'addressLine1': '900 Marabon Ave', 'addressLine2': None, 'city': 'Orlando', 'state': 'FL', 'zipCode': '32806'}}",False,
"2071-Dixie-Belle-Dr,-Apt-B,-Orlando,-FL-32812","2071 Dixie Belle Dr, Apt B, Orlando, FL 32812",2071 Dixie Belle Dr,Apt B,Orlando,FL,32812,Orange,28.519104,-81.314054,Condo,1994.0,3.0,2.0,1192.0,10019.0,,,,,,,,,,
"4510-Fetrow-Dr,-Orlando,-FL-32812","4510 Fetrow Dr, Orlando, FL 32812",4510 Fetrow Dr,,Orlando,FL,32812,Orange,28.488466,-81.32528,Single Family,1962.0,3.0,2.0,2002.0,7653.0,16-23-30-1673-02-120,CONWAY HILLS UNIT NO 2 Y/146 LOT 12 BLK B,CONWAY HILLS UT 2,R-1A,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'floorCount': 1, 'heating': True, 'heatingType': 'Forced Air', 'pool': True, 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2019': {'year': 2019, 'value': 111908}, '2022': {'year': 2022, 'value': 119568}, '2023': {'year': 2023, 'value': 123155}}","{'2019': {'year': 2019, 'total': 1438}, '2022': {'year': 2022, 'total': 1525}, '2023': {'year': 2023, 'total': 1610}}","{'names': ['Jose Parrales', 'Inesyvonne Parrales'], 'type': 'Individual', 'mailingAddress': {'id': '4510-Fetrow-Dr,-Orlando,-FL-32812', 'formattedAddress': '4510 Fetrow Dr, Orlando, FL 32812', 'addressLine1': '4510 Fetrow Dr', 'addressLine2': None, 'city': 'Orlando', 'state': 'FL', 'zipCode': '32812'}}",True,
"4426-Gasparilla-Ave,-Orlando,-FL-32812","4426 Gasparilla Ave, Orlando, FL 32812",4426 Gasparilla Ave,,Orlando,FL,32812,Orange,28.489116,-81.324205,,,,,,,,,,,,,,,,
"4535-Flagg-St,-Orlando,-FL-32812","4535 Flagg St, Orlando, FL 32812",4535 Flagg St,,Orlando,FL,32812,Orange,28.488662,-81.327407,Single Family,1971.0,3.0,2.0,1435.0,9108.0,17-23-30-4405-02-150,MC EWAN PLACE 3/7 LOT 15 BLK B,MCEWAN PLACE,R-1A,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'pool': True, 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2019': {'year': 2019, 'value': 122303}, '2022': {'year': 2022, 'value': 130674}, '2023': {'year': 2023, 'value': 134594}}","{'2019': {'year': 2019, 'total': 1606}, '2020': {'year': 2020, 'total': 1641}, '2022': {'year': 2022, 'total': 1697}, '2023': {'year': 2023, 'total': 1787}}","{'names': ['JUSTIN D CEDERHOLM'], 'mailingAddress': {'id': '4535-Flagg-St,-Orlando,-FL-32812', 'formattedAddress': '4535 Flagg St, Orlando, FL 32812', 'addressLine1': '4535 Flagg St', 'addressLine2': None, 'city': 'Orlando', 'state': 'FL', 'zipCode': '32812'}}",True,
"4508-Leola-Ln,-Orlando,-FL-32812","4508 Leola Ln, Orlando, FL 32812",4508 Leola Ln,,Orlando,FL,32812,Orange,28.488688,-81.323629,Single Family,1968.0,3.0,2.0,1344.0,7650.0,16-23-30-1674-02-100,CONWAY HILLS UNIT NO 3 1/34 LOT 10 BLK B,CONWAY HILLS UT 3,R-1A,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'pool': True, 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2019': {'year': 2019, 'value': 111773}, '2022': {'year': 2022, 'value': 119423}, '2023': {'year': 2023, 'value': 123006}}","{'2019': {'year': 2019, 'total': 1427}, '2022': {'year': 2022, 'total': 1523}, '2023': {'year': 2023, 'total': 1530}}","{'names': ['Barbara Ann Peace'], 'type': 'Individual', 'mailingAddress': {'id': '4508-Leola-Ln,-Orlando,-FL-32812', 'formattedAddress': '4508 Leola Ln, Orlando, FL 32812', 'addressLine1': '4508 Leola Ln', 'addressLine2': None, 'city': 'Orlando', 'state': 'FL', 'zipCode': '32812'}}",True,
"4713-Pinellas-Dr,-Orlando,-FL-32812","4713 Pinellas Dr, Orlando, FL 32812",4713 Pinellas Dr,,Orlando,FL,32812,Orange,28.489527,-81.324262,Single Family,1966.0,3.0,2.0,1436.0,8795.0,16-23-30-1674-03-120,CONWAY HILLS UNIT NO 3 1/34 LOT 12 BLK C,CONWAY HILLS UT 3,R-1A,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'pool': True, 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2019': {'year': 2019, 'value': 113286}, '2022': {'year': 2022, 'value': 121039}, '2023': {'year': 2023, 'value': 124670}}","{'2019': {'year': 2019, 'total': 1371}, '2022': {'year': 2022, 'total': 1462}, '2023': {'year': 2023, 'total': 1479}}","{'names': ['Thomas Barbara'], 'type': 'Individual', 'mailingAddress': {'id': '4713-Pinellas-Dr,-Orlando,-FL-32812', 'formattedAddress': '4713 Pinellas Dr, Orlando, FL 32812', 'addressLine1': '4713 Pinellas Dr', 'addressLine2': None, 'city': 'Orlando', 'state': 'FL', 'zipCode': '32812'}}",True,
"4415-Hurd-Ave,-Orlando,-FL-32812","4415 Hurd Ave, Orlando, FL 32812",4415 Hurd Ave,,Orlando,FL,32812,Orange,28.489299,-81.326436,Single Family,1963.0,3.0,2.0,1268.0,7653.0,16-23-30-1673-01-030,CONWAY HILLS UNIT NO 2 Y/146 LOT 3 BLK A,CONWAY HILLS UT 2,R-1A,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2019': {'year': 2019, 'value': 95865}, '2022': {'year': 2022, 'value': 102426}, '2023': {'year': 2023, 'value': 105499}}","{'2019': {'year': 2019, 'total': 1178}, '2020': {'year': 2020, 'total': 1209}, '2022': {'year': 2022, 'total': 1259}, '2023': {'year': 2023, 'total': 1337}}","{'names': ['Melody J Leone'], 'type': 'Individual', 'mailingAddress': {'id': '4415-Hurd-Ave,-Orlando,-FL-32812', 'formattedAddress': '4415 Hurd Ave, Orlando, FL 32812', 'addressLine1': '4415 Hurd Ave', 'addressLine2': None, 'city': 'Orlando', 'state': 'FL', 'zipCode': '32812'}}",True,
"4325-Fetrow-Dr,-Orlando,-FL-32812","4325 Fetrow Dr, Orlando, FL 32812",4325 Fetrow Dr,,Orlando,FL,32812,Orange,28.490064,-81.324778,Single Family,1962.0,3.0,2.0,1668.0,7895.0,16-23-30-1672-01-140,CONWAY HILLS UNIT NO 1 Y/2 LOT 14 BLK A,CONWAY HILLS UT 1,R-1A,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'floorCount': 1, 'garage': True, 'garageSpaces': 1, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2019': {'year': 2019, 'value': 106513}, '2022': {'year': 2022, 'value': 113803}, '2023': {'year': 2023, 'value': 117217}}","{'2019': {'year': 2019, 'total': 1128}, '2022': {'year': 2022, 'total': 1214}, '2023': {'year': 2023, 'total': 1296}}","{'names': ['Keith King', 'Karen R King'], 'type': 'Individual', 'mailingAddress': {'id': '4325-Fetrow-Dr,-Orlando,-FL-32812', 'formattedAddress': '4325 Fetrow Dr, Orlando, FL 32812', 'addressLine1': '4325 Fetrow Dr', 'addressLine2': None, 'city': 'Orlando', 'state': 'FL', 'zipCode': '32812'}}",True,
"4546-Koger-St,-Orlando,-FL-32812","4546 Koger St, Orlando, FL 32812",4546 Koger St,,Orlando,FL,32812,Orange,28.488999,-81.32691,Single Family,1971.0,3.0,2.0,1469.0,11280.0,17-23-30-4405-02-120,MC EWAN PLACE 3/7 LOT 12 BLK B,MCEWAN PLACE,R-1A,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'pool': True, 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2019': {'year': 2019, 'value': 121098}, '2022': {'year': 2022, 'value': 298792, 'land': 110000, 'improvements': 188792}, '2023': {'year': 2023, 'value': 331563, 'land': 110000, 'improvements': 221563}}","{'2019': {'year': 2019, 'total': 257}, '2020': {'year': 2020, 'total': 3502}, '2022': {'year': 2022, 'total': 4435}, '2023': {'year': 2023, 'total': 4885}}","{'names': ['Marilyn Wilson Francis', 'Paul Francis', 'Christopher E Hummel'], 'type': 'Individual', 'mailingAddress': {'id': '4546-Koger-St,-Orlando,-FL-32812', 'formattedAddress': '4546 Koger St, Orlando, FL 32812', 'addressLine1': '4546 Koger St', 'addressLine2': None, 'city': 'Orlando', 'state': 'FL', 'zipCode': '32812'}}",True,
