id,formattedAddress,addressLine1,addressLine2,city,state,zipCode,county,latitude,longitude,propertyType,bedrooms,bathrooms,yearBuilt,squareFootage,lotSize,assessorID,legalDescription,subdivision,zoning,features,taxAssessments,propertyTaxes,owner,ownerOccupied,hoa
"366-Blue-Heron-Dr,-Winter-Park,-FL-32789","366 Blue Heron Dr, Winter Park, FL 32789",366 Blue Heron Dr,,Winter Park,FL,32789,Orange,28.593801,-81.371456,Single Family,3.0,2.0,1956.0,1586.0,11894.0,12-22-29-2722-03-051,FLAMINGO SHORES S/144 S 90 FT OF LOT 5 BLK C,FLAMINGO SHORES,R-2,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'floorCount': 1, 'garage': True, 'garageSpaces': 1, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2018': {'year': 2018, 'value': 105197}, '2021': {'year': 2021, 'value': 111197}, '2022': {'year': 2022, 'value': 114533}, '2023': {'year': 2023, 'value': 117969}, '2024': {'year': 2024, 'value': 121508}}","{'2021': {'year': 2021, 'total': 1386}, '2022': {'year': 2022, 'total': 1423}, '2023': {'year': 2023, 'total': 1501}, '2024': {'year': 2024, 'total': 1613}}","{'names': ['Ruby Diann Hornborg'], 'type': 'Individual', 'mailingAddress': {'id': '366-Blue-Heron-Dr,-Winter-Park,-FL-32789', 'formattedAddress': '366 Blue Heron Dr, Winter Park, FL 32789', 'addressLine1': '366 Blue Heron Dr', 'addressLine2': None, 'city': 'Winter Park', 'state': 'FL', 'zipCode': '32789'}}",True,
"374-Starling-Rd,-Apt-B,-Winter-Park,-FL-32789","374 Starling Rd, Apt B, Winter Park, FL 32789",374 Starling Rd,Apt B,Winter Park,FL,32789,Orange,28.593844,-81.372458,Multi-Family,5.0,3.0,1956.0,2730.0,,122229272202190,FLAMINGO SHORES S/144 LOT 19 BLK B (SEE12-22-29-2722-03-190 FOR A 1/14 INTERESTPER ORB 64/180),FLAMINGO SHORES,R-2,"{'architectureType': 'Triplex', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete / Cinder Block', 'floorCount': 1, 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Roll Composition (Rolled Mineral Roof)'}","{'2018': {'year': 2018, 'value': 313645, 'land': 100000, 'improvements': 213645}}",,"{'names': ['GRACE,SIGRID A TRUST'], 'mailingAddress': {'id': '1030-N-Park-Ave,-Winter-Park,-FL-32789', 'addressLine1': '1030 N Park Ave', 'addressLine2': None, 'city': 'Winter Park', 'state': 'FL', 'zipCode': '32789'}}",True,
"1644-Roundelay-Ln,-Winter-Park,-FL-32789","1644 Roundelay Ln, Winter Park, FL 32789",1644 Roundelay Ln,,Winter Park,FL,32789,Orange,28.5982,-81.331858,Single Family,3.0,2.0,1965.0,1680.0,9054.0,05-22-30-9636-00-110,ROUNDELAY Z/136 LOT 11,ROUNDELAY,R-1A,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'roomCount': 1, 'unitCount': 1}","{'2018': {'year': 2018, 'value': 190727}, '2023': {'year': 2023, 'value': 377200}}","{'2023': {'year': 2023, 'total': 5432}}","{'names': ['Frederick R Ashmead'], 'type': 'Individual', 'mailingAddress': {'id': '1644-Roundelay-Ln,-Winter-Park,-FL-32789', 'formattedAddress': '1644 Roundelay Ln, Winter Park, FL 32789', 'addressLine1': '1644 Roundelay Ln', 'addressLine2': None, 'city': 'Winter Park', 'state': 'FL', 'zipCode': '32789'}}",True,
"1800-Hollywood-Ave,-Winter-Park,-FL-32789","1800 Hollywood Ave, Winter Park, FL 32789",1800 Hollywood Ave,,Winter Park,FL,32789,Orange,28.596837,-81.329389,Single Family,3.0,2.0,1930.0,1592.0,14590.0,08-22-30-4696-00-110,LAKE MONTE SUB G/124 LOTS 11 & 12,LAKE MONTE SUB,R-1A,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Wood', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2018': {'year': 2018, 'value': 180294}, '2023': {'year': 2023, 'value': 202183}}","{'2023': {'year': 2023, 'total': 2533}}","{'names': ['Henry Kip Watson', 'Elizabeth J Watson'], 'type': 'Individual', 'mailingAddress': {'id': '1800-Hollywood-Ave,-Winter-Park,-FL-32789', 'formattedAddress': '1800 Hollywood Ave, Winter Park, FL 32789', 'addressLine1': '1800 Hollywood Ave', 'addressLine2': None, 'city': 'Winter Park', 'state': 'FL', 'zipCode': '32789'}}",True,
"1890-Barker-Dr,-Winter-Park,-FL-32789","1890 Barker Dr, Winter Park, FL 32789",1890 Barker Dr,,Winter Park,FL,32789,Orange,28.575501,-81.327953,Single Family,3.0,3.0,1959.0,2346.0,10544.0,17-22-30-8164-01-181,CITY/MUNI/TWP:WINTER PARK SEC/TWN/RNG/MER:SEC 17 TWN 22S RNG 30E SOUTH LAKEMONT SHORES U/70 LOT 18 (LESS WLY 6 FT) BLK A,SOUTH LAKEMONT SHORES,R-1A,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Forced Air Unit', 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2018': {'year': 2018, 'value': 188566}}",,"{'names': ['PATRICK E MCGREEVY'], 'mailingAddress': {'id': '1890-Barker-Dr,-Winter-Park,-FL-32789', 'addressLine1': '1890 Barker Dr', 'addressLine2': None, 'city': 'Winter Park', 'state': 'FL', 'zipCode': '32789'}}",True,
"222-Sylvan-Blvd,-Winter-Park,-FL-32789","222 Sylvan Blvd, Winter Park, FL 32789",222 Sylvan Blvd,,Winter Park,FL,32789,Orange,28.598188,-81.336007,Single Family,3.0,4.0,1956.0,2367.0,31132.0,05-22-30-8506-09-180,"LOT:18,19 CITY/MUNI/TWP:WINTER PARK SEC/TWN/RNG/MER:SEC 05 TWN 22S RNG 30E SYLVAN LAKE SHORES N/48 LOTS 18 & 19 BLK I",SYLVAN LAKE SHORES,R-1A,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air Unit', 'pool': True, 'poolType': 'Pool and Hot Tub / Spa', 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2018': {'year': 2018, 'value': 562006, 'land': 305000, 'improvements': 257006}}",,"{'names': ['GRAND RESOURCE SYSTEMS LLC'], 'mailingAddress': {'id': '1799-Mizell-Ave,-Winter-Park,-FL-32789', 'addressLine1': '1799 Mizell Ave', 'addressLine2': None, 'city': 'Winter Park', 'state': 'FL', 'zipCode': '32789'}}",False,
"325-N-Phelps-Ave,-Winter-Park,-FL-32789","325 N Phelps Ave, Winter Park, FL 32789",325 N Phelps Ave,,Winter Park,FL,32789,Orange,28.599361,-81.331453,Single Family,2.0,1.0,1953.0,1382.0,9703.0,05-22-30-8502-03-140,SYLVAN PARK K/77 LOT 14 BLK C,SYLVAN PARK,R-1A,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'floorCount': 1, 'garage': True, 'garageSpaces': 1, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2018': {'year': 2018, 'value': 153988}, '2023': {'year': 2023, 'value': 172683}}","{'2023': {'year': 2023, 'total': 2203}}","{'names': ['JEANNE M BEYER'], 'mailingAddress': {'id': '325-N-Phelps-Ave,-Winter-Park,-FL-32789', 'formattedAddress': '325 N Phelps Ave, Winter Park, FL 32789', 'addressLine1': '325 N Phelps Ave', 'addressLine2': None, 'city': 'Winter Park', 'state': 'FL', 'zipCode': '32789'}}",True,
"1500-Bonnie-Burn-Cir,-Winter-Park,-FL-32789","1500 Bonnie Burn Cir, Winter Park, FL 32789",1500 Bonnie Burn Cir,,Winter Park,FL,32789,Orange,28.584701,-81.35336,Single Family,3.0,3.0,1996.0,3012.0,15866.0,07-22-30-0496-04-010,BANKS COLONIAL ESTATES V/81 LOT 1 BLK D,BANKS COLONIAL ESTS,R-1AA,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Tile', 'unitCount': 1}","{'2018': {'year': 2018, 'value': 382845}, '2023': {'year': 2023, 'value': 429324}}","{'2023': {'year': 2023, 'total': 6274}}","{'names': ['RUTH T L HARRIS', 'GORDON H HARRIS'], 'mailingAddress': {'id': '1500-Bonnie-Burn-Cir,-Winter-Park,-FL-32789', 'formattedAddress': '1500 Bonnie Burn Cir, Winter Park, FL 32789', 'addressLine1': '1500 Bonnie Burn Cir', 'addressLine2': None, 'city': 'Winter Park', 'state': 'FL', 'zipCode': '32789'}}",True,
"401-S-Phelps-Ave,-Winter-Park,-FL-32789","401 S Phelps Ave, Winter Park, FL 32789",401 S Phelps Ave,,Winter Park,FL,32789,Orange,28.592661,-81.330992,Single Family,3.0,2.0,1956.0,1568.0,12551.0,08-22-30-4128-04-010,KENILWORTH SHORES SECTION TWO U/26 LOT 1 BLK D,KENILWORTH SHORES SEC 2,R-1A,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Roll Composition', 'roomCount': 1, 'unitCount': 1}","{'2018': {'year': 2018, 'value': 364066, 'land': 270000, 'improvements': 94066}, '2022': {'year': 2022, 'value': 384921, 'land': 270000, 'improvements': 114921}, '2023': {'year': 2023, 'value': 524264, 'land': 350000, 'improvements': 174264}}","{'2022': {'year': 2022, 'total': 5947}, '2023': {'year': 2023, 'total': 7364}}","{'names': ['Joan M Christensen', 'Diane Marie Mcgarry', 'Deborah Ann Hoag'], 'type': 'Individual', 'mailingAddress': {'id': '1173-Howell-Creek-Dr,-Winter-Springs,-FL-32708', 'formattedAddress': '1173 Howell Creek Dr, Winter Springs, FL 32708', 'addressLine1': '1173 Howell Creek Dr', 'addressLine2': None, 'city': 'Winter Springs', 'state': 'FL', 'zipCode': '32708'}}",False,
"1540-Laurel-Rd,-Winter-Park,-FL-32789","1540 Laurel Rd, Winter Park, FL 32789",1540 Laurel Rd,,Winter Park,FL,32789,Orange County,28.583524,-81.344488,Single Family,5.0,6.0,2008.0,5782.0,13084.0,07-22-30-1252-14-012,LOT:1-3 CITY/MUNI/TWP:WINTER PARK SEC/TWN/RNG/MER:SEC 07 TWN 22S RNG 30E CHARMONT L/93 THE S 30 FT OF LOTS 1 & 2 & ALL LOT 3 BLK N,CHARMONT,R-1AA,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'fireplace': True, 'floorCount': 3, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air Unit', 'pool': True, 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2018': {'year': 2018, 'value': 1283501}}",,"{'names': ['MARK S ROH'], 'mailingAddress': {'id': '1540-Laurel-Rd,-Winter-Park,-FL-32789', 'addressLine1': '1540 Laurel Rd', 'addressLine2': None, 'city': 'Winter Park', 'state': 'FL', 'zipCode': '32789'}}",True,
"159-S-Pennsylvania-Ave,-Winter-Park,-FL-32789","159 S Pennsylvania Ave, Winter Park, FL 32789",159 S Pennsylvania Ave,,Winter Park,FL,32789,Orange,28.596888,-81.35679,Single Family,4.0,2.0,1976.0,1742.0,7243.0,06-22-30-1168-11-015,CAPENS ADDITION TO WINTER PARK A/95 THE S 50 FT LOT 1 & S 50 FT OF E 45 FT LOT 2 BLK K,CAPEN ADD TO WINTER PARK,R-2,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Mixed', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'roomCount': 1, 'unitCount': 1}","{'2018': {'year': 2018, 'value': 197509, 'land': 68828, 'improvements': 128681}, '2023': {'year': 2023, 'value': 341769, 'land': 140000, 'improvements': 201769}}","{'2023': {'year': 2023, 'total': 188}}","{'names': ['Chapel Ame Church Ward'], 'type': 'Individual', 'mailingAddress': {'id': '160-S-Pennsylvania-Ave,-Winter-Park,-FL-32789', 'formattedAddress': '160 S Pennsylvania Ave, Winter Park, FL 32789', 'addressLine1': '160 S Pennsylvania Ave', 'addressLine2': None, 'city': 'Winter Park', 'state': 'FL', 'zipCode': '32789'}}",True,
"1600-S-Pennsylvania-Ave,-Winter-Park,-FL-32789","1600 S Pennsylvania Ave, Winter Park, FL 32789",1600 S Pennsylvania Ave,,Winter Park,FL,32789,Orange,28.58367,-81.353756,Single Family,3.0,2.0,1958.0,2158.0,14324.0,07-22-30-0496-04-050,BANKS COLONIAL ESTATES V/81 LOT 5 BLK D,BANKS COLONIAL ESTS,R-1AA,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'pool': True, 'poolType': 'Pool and Hot Tub / Spa', 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2018': {'year': 2018, 'value': 300164}, '2023': {'year': 2023, 'value': 336605}}","{'2023': {'year': 2023, 'total': 4828}}","{'names': ['Michael C Butkus', 'Kimberly S Treece'], 'type': 'Individual', 'mailingAddress': {'id': '1600-S-Pennsylvania-Ave,-Winter-Park,-FL-32789', 'formattedAddress': '1600 S Pennsylvania Ave, Winter Park, FL 32789', 'addressLine1': '1600 S Pennsylvania Ave', 'addressLine2': None, 'city': 'Winter Park', 'state': 'FL', 'zipCode': '32789'}}",True,
"200-Carolina-Ave,-Apt-302,-Winter-Park,-FL-32789","200 Carolina Ave, Apt 302, Winter Park, FL 32789",200 Carolina Ave,Apt 302,Winter Park,FL,32789,Orange,28.598239,-81.353783,Condo,3.0,2.0,1982.0,1350.0,1349.0,05-22-30-6654-01-302,BLK:1 CITY/MUNI/TWP:WINTER PARK SEC/TWN/RNG/MER:SEC 05 TWN 22S RNG 30E PARK WEST CONDO CB 6/82 BLDG A UNIT 302,PARK WEST CONDO,R-4,"{'architectureType': 'Condo / Apartment', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'heating': True, 'heatingType': 'Electric', 'roofType': 'Composition Shingle', 'unitCount': 6}","{'2018': {'year': 2018, 'value': 302400, 'land': 60480, 'improvements': 241920}}",,"{'names': ['ROBERT EDWARD BECK'], 'mailingAddress': {'id': '200-Carolina-Ave,-Winter-Park,-FL-32789', 'addressLine1': '200 Carolina Ave', 'addressLine2': None, 'city': 'Winter Park', 'state': 'FL', 'zipCode': '32789'}}",True,
"1841-Glencoe-Rd,-Winter-Park,-FL-32789","1841 Glencoe Rd, Winter Park, FL 32789",1841 Glencoe Rd,,Winter Park,FL,32789,Orange,28.580507,-81.350078,Single Family,3.0,2.0,1952.0,1792.0,13136.0,18-22-30-2844-08-120,FORREST HILLS K/90 LOT 12 & E 100 FT OF N 20 FT OF LOT 13 BLK H,FORREST HILLS,R-1AA,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Detached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'roomCount': 1, 'unitCount': 1}","{'2018': {'year': 2018, 'value': 261724}, '2023': {'year': 2023, 'value': 293500}}","{'2023': {'year': 2023, 'total': 4124}}","{'names': ['TAYLOR RUTH J TRUST'], 'mailingAddress': {'id': '1841-Glencoe-Rd,-Winter-Park,-FL-32789', 'formattedAddress': '1841 Glencoe Rd, Winter Park, FL 32789', 'addressLine1': '1841 Glencoe Rd', 'addressLine2': None, 'city': 'Winter Park', 'state': 'FL', 'zipCode': '32789'}}",True,
"231-N-Interlachen-Ave,-Winter-Park,-FL-32789","231 N Interlachen Ave, Winter Park, FL 32789",231 N Interlachen Ave,,Winter Park,FL,32789,Orange,28.599154,-81.348995,Single Family,5.0,3.0,1901.0,4276.0,46070.0,05-22-30-9400-18-130,TOWN OF WINTER PARK A/67 & B/86 & MISC BOOK 3/220 LOTS 13 16 17 20 & 21 & E1/2 OF VAC ALLEY ON W PER 7094/2000 BLK 18,WINTER PARK (A/67 & B/86 & MISC 3/220),R-2,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Wood', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageSpaces': 4, 'garageType': 'Detached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Wood Shingle'}","{'2018': {'year': 2018, 'value': 1738902, 'land': 1433000, 'improvements': 305902}, '2021': {'year': 2021, 'value': 1828205, 'land': 1530000, 'improvements': 298205}, '2023': {'year': 2023, 'value': 2153616, 'land': 1767150, 'improvements': 386466}, '2024': {'year': 2024, 'value': 2171670, 'land': 1767150, 'improvements': 404520}}","{'2023': {'year': 2023, 'total': 428}, '2024': {'year': 2024, 'total': 499}}","{'names': ['CHARLES HOSMER MORSE FOUNDATION INC'], 'type': 'Organization', 'mailingAddress': {'id': 'PO-BOX-40,-Winter-Park,-FL-32790', 'formattedAddress': 'PO BOX 40, Winter Park, FL 32790', 'addressLine1': 'PO BOX 40', 'addressLine2': None, 'city': 'Winter Park', 'state': 'FL', 'zipCode': '32790'}}",True,
"250-Carolina-Ave,-Apt-306,-Winter-Park,-FL-32789","250 Carolina Ave, Apt 306, Winter Park, FL 32789",250 Carolina Ave,Apt 306,Winter Park,FL,32789,Orange,28.598239,-81.353783,Condo,2.0,2.0,1981.0,1301.0,1311.0,05-22-30-6654-02-306,PARK WEST CONDO CB 6/82 BLDG B UNIT 306,PARK WEST CONDO,R-4,"{'architectureType': 'Condo / Apartment', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2018': {'year': 2018, 'value': 291400, 'land': 58280, 'improvements': 233120}, '2023': {'year': 2023, 'value': 377300, 'land': 75460, 'improvements': 301840}}","{'2023': {'year': 2023, 'total': 5871}}","{'names': ['PARK AVENUE NORTH'], 'type': 'Organization', 'mailingAddress': {'id': '250-Carolina-Ave,-APT-306B,-Winter-Park,-FL-32789', 'formattedAddress': '250 Carolina Ave, APT 306B, Winter Park, FL 32789', 'addressLine1': '250 Carolina Ave', 'addressLine2': 'APT 306B', 'city': 'Winter Park', 'state': 'FL', 'zipCode': '32789'}}",True,
"250-W-Reading-Way,-Winter-Park,-FL-32789","250 W Reading Way, Winter Park, FL 32789",250 W Reading Way,,Winter Park,FL,32789,Orange,28.579556,-81.350207,Single Family,3.0,2.0,1947.0,1879.0,11694.0,18-22-30-2844-05-040,FORREST HILLS K/90 LOT 4 BLK E,FORREST HILLS,R-1AA,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Concrete Block', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Mixed', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}","{'2018': {'year': 2018, 'value': 457109, 'land': 400000, 'improvements': 57109}, '2023': {'year': 2023, 'value': 659750, 'land': 450000, 'improvements': 209750}}","{'2023': {'year': 2023, 'total': 9379}}","{'names': ['WILHELM ANASTASIA B TR'], 'type': 'Organization', 'mailingAddress': {'id': '326-Park-North-Ct,-Winter-Park,-FL-32789', 'formattedAddress': '326 Park North Ct, Winter Park, FL 32789', 'addressLine1': '326 Park North Ct', 'addressLine2': None, 'city': 'Winter Park', 'state': 'FL', 'zipCode': '32789'}}",False,
"257-Salvador-Sq,-Winter-Park,-FL-32789","257 Salvador Sq, Winter Park, FL 32789",257 Salvador Sq,,Winter Park,FL,32789,Orange,28.58047,-81.353692,Single Family,4.0,4.0,1974.0,4499.0,104222.0,07-22-30-7939-00-420,SEVILLA 3/24 LOT 42,SEVILLA,R-1AAA,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stone', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageSpaces': 3, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'pool': True, 'roofType': 'Tile', 'unitCount': 1}","{'2018': {'year': 2018, 'value': 926765}, '2023': {'year': 2023, 'value': 1039279}}","{'2023': {'year': 2023, 'total': 15952}}","{'names': ['GERAMI HOMA N EST EMIL A GERAMI'], 'mailingAddress': {'id': '257-Salvador-Sq,-Winter-Park,-FL-32789', 'formattedAddress': '257 Salvador Sq, Winter Park, FL 32789', 'addressLine1': '257 Salvador Sq', 'addressLine2': None, 'city': 'Winter Park', 'state': 'FL', 'zipCode': '32789'}}",True,
"301-Virginia-Dr,-Winter-Park,-FL-32789","301 Virginia Dr, Winter Park, FL 32789",301 Virginia Dr,,Winter Park,FL,32789,Orange,28.584894,-81.346131,Single Family,5.0,4.0,1949.0,5493.0,150202.0,07-22-30-7944-01-040,SHADOW HILL Q/65 LOTS 4 & 5 BLK A,SHADOW HILL,R-1AAA,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageSpaces': 3, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Tile', 'unitCount': 1}","{'2018': {'year': 2018, 'value': 1865458}, '2023': {'year': 2023, 'value': 2091933}}","{'2023': {'year': 2023, 'total': 32152}}","{'names': ['Diana S Walker'], 'mailingAddress': {'id': '301-Virginia-Dr,-Winter-Park,-FL-32789', 'formattedAddress': '301 Virginia Dr, Winter Park, FL 32789', 'addressLine1': '301 Virginia Dr', 'addressLine2': None, 'city': 'Winter Park', 'state': 'FL', 'zipCode': '32789'}}",True,
"300-Carolina-Ave,-Apt-207,-Winter-Park,-FL-32789","300 Carolina Ave, Apt 207, Winter Park, FL 32789",300 Carolina Ave,Apt 207,Winter Park,FL,32789,Orange,28.598613,-81.353906,Condo,1.0,2.0,1981.0,1151.0,1153.0,05-22-30-6654-03-207,BLK:3 CITY/MUNI/TWP:WINTER PARK SEC/TWN/RNG/MER:SEC 05 TWN 22S RNG 30E PARK WEST CONDO CB 6/82 BLDG C UNIT 207,PARK WEST CONDO,R-4,"{'architectureType': 'Condo / Apartment', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'heating': True, 'heatingType': 'Electric', 'roofType': 'Composition Shingle', 'unitCount': 4}","{'2018': {'year': 2018, 'value': 257800, 'land': 51560, 'improvements': 206240}}",,"{'names': ['LISA BERNARDINI'], 'mailingAddress': {'id': '110-Detmar-Dr,-Winter-Park,-FL-32789', 'addressLine1': '110 Detmar Dr', 'addressLine2': None, 'city': 'Winter Park', 'state': 'FL', 'zipCode': '32789'}}",False,
"315-E-New-England-Ave,-Unit-25,-Winter-Park,-FL-32789","315 E New England Ave, Unit 25, Winter Park, FL 32789",315 E New England Ave,Unit 25,Winter Park,FL,32789,Orange,28.596131,-81.34798,Condo,3.0,3.0,2007.0,2806.0,27512.0,07-22-30-8769-00-250,VILLA SIENA A WINTER PARK CONDOMINIUM 9488/1913 & 9928/6799 UNIT 25,VILLA SIENA A WINTER PARK CONDO,R-4,"{'architectureType': 'Condo / Apartment', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Other', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Clay Tile', 'unitCount': 1}","{'2018': {'year': 2018, 'value': 1178500, 'land': 235700, 'improvements': 942800}, '2020': {'year': 2020, 'value': 1234600, 'land': 246920, 'improvements': 987680}, '2023': {'year': 2023, 'value': 1473200, 'land': 294640, 'improvements': 1178560}}","{'2020': {'year': 2020, 'total': 19805}, '2023': {'year': 2023, 'total': 22715}}","{'names': ['PROTEGGERE LLC'], 'mailingAddress': {'id': '315-E-New-England-Ave,-UNIT-29,-Winter-Park,-FL-32789', 'formattedAddress': '315 E New England Ave, UNIT 29, Winter Park, FL 32789', 'addressLine1': '315 E New England Ave', 'addressLine2': 'UNIT 29', 'city': 'Winter Park', 'state': 'FL', 'zipCode': '32789'}}",False,
